page,project,url,wikilink
গুরুতর তীব্র শ্বাসযন্ত্রীয় রোগলক্ষণসমষ্টি সৃষ্টিকারী করোনাভাইরাস ২,bn.wikipedia,https://bn.wikipedia.org/wiki/%E0%A6%97%E0%A7%81%E0%A6%B0%E0%A7%81%E0%A6%A4%E0%A6%B0_%E0%A6%A4%E0%A7%80%E0%A6%AC%E0%A7%8D%E0%A6%B0_%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%AF%E0%A6%A8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%AF%E0%A6%BC_%E0%A6%B0%E0%A7%8B%E0%A6%97%E0%A6%B2%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%A3%E0%A6%B8%E0%A6%AE%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF_%E0%A6%B8%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%95%E0%A6%BE%E0%A6%B0%E0%A7%80_%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE%E0%A6%AD%E0%A6%BE%E0%A6%87%E0%A6%B0%E0%A6%BE%E0%A6%B8_%E0%A7%A8,[[bn:গুরুতর তীব্র শ্বাসযন্ত্রীয় রোগলক্ষণসমষ্টি সৃষ্টিকারী করোনাভাইরাস ২
SARS-CoV-2,br.wikipedia,https://br.wikipedia.org/wiki/SARS-CoV-2,[[br:SARS-CoV-2
SARS-CoV-2,bs.wikipedia,https://bs.wikipedia.org/wiki/SARS-CoV-2,[[bs:SARS-CoV-2
SARS-CoV-2,ca.wikipedia,https://ca.wikipedia.org/wiki/SARS-CoV-2,[[ca:SARS-CoV-2
SARS-CoV-2,cdo.wikipedia,https://cdo.wikipedia.org/wiki/SARS-CoV-2,[[cdo:SARS-CoV-2
ڤایرۆسی کۆرۆنا ٢ پەیوەندیدار بە ھەناسەی سەخت و تیژ,ckb.wikipedia,https://ckb.wikipedia.org/wiki/%DA%A4%D8%A7%DB%8C%D8%B1%DB%86%D8%B3%DB%8C_%DA%A9%DB%86%D8%B1%DB%86%D9%86%D8%A7_%D9%A2_%D9%BE%DB%95%DB%8C%D9%88%DB%95%D9%86%D8%AF%DB%8C%D8%AF%D8%A7%D8%B1_%D8%A8%DB%95_%DA%BE%DB%95%D9%86%D8%A7%D8%B3%DB%95%DB%8C_%D8%B3%DB%95%D8%AE%D8%AA_%D9%88_%D8%AA%DB%8C%DA%98,[[ckb:ڤایرۆسی کۆرۆنا ٢ پەیوەندیدار بە ھەناسەی سەخت و تیژ
SARS-CoV-2,cs.wikipedia,https://cs.wikipedia.org/wiki/SARS-CoV-2,[[cs:SARS-CoV-2
SARS-CoV-2,cv.wikipedia,https://cv.wikipedia.org/wiki/SARS-CoV-2,[[cv:SARS-CoV-2
SARS-CoV-2,cy.wikipedia,https://cy.wikipedia.org/wiki/SARS-CoV-2,[[cy:SARS-CoV-2
SARS-CoV-2,da.wikipedia,https://da.wikipedia.org/wiki/SARS-CoV-2,[[da:SARS-CoV-2
SARS-CoV-2,de.wikipedia,https://de.wikipedia.org/wiki/SARS-CoV-2,[[de:SARS-CoV-2
SARS-CoV-2,el.wikipedia,https://el.wikipedia.org/wiki/SARS-CoV-2,[[el:SARS-CoV-2
Severe acute respiratory syndrome coronavirus 2,en.wikipedia,https://en.wikipedia.org/wiki/Severe_acute_respiratory_syndrome_coronavirus_2,[[en:Severe acute respiratory syndrome coronavirus 2
SARS-CoV-2,eo.wikipedia,https://eo.wikipedia.org/wiki/SARS-CoV-2,[[eo:SARS-CoV-2
SARS-CoV-2,es.wikipedia,https://es.wikipedia.org/wiki/SARS-CoV-2,[[es:SARS-CoV-2
SARS-CoV-2,et.wikipedia,https://et.wikipedia.org/wiki/SARS-CoV-2,[[et:SARS-CoV-2
SARS-CoV-2,eu.wikipedia,https://eu.wikipedia.org/wiki/SARS-CoV-2,[[eu:SARS-CoV-2
کروناویروس سندرم حاد تنفسی ۲,fa.wikipedia,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%88%D9%86%D8%A7%D9%88%DB%8C%D8%B1%D9%88%D8%B3_%D8%B3%D9%86%D8%AF%D8%B1%D9%85_%D8%AD%D8%A7%D8%AF_%D8%AA%D9%86%D9%81%D8%B3%DB%8C_%DB%B2,[[fa:کروناویروس سندرم حاد تنفسی ۲
SARS-CoV-2,fi.wikipedia,https://fi.wikipedia.org/wiki/SARS-CoV-2,[[fi:SARS-CoV-2
Coronavirus 2 du syndrome respiratoire aigu sévère,fr.wikipedia,https://fr.wikipedia.org/wiki/Coronavirus_2_du_syndrome_respiratoire_aigu_s%C3%A9v%C3%A8re,[[fr:Coronavirus 2 du syndrome respiratoire aigu sévère
SARS-CoV-2,frr.wikipedia,https://frr.wikipedia.org/wiki/SARS-CoV-2,[[frr:SARS-CoV-2
SARS-CoV-2,fy.wikipedia,https://fy.wikipedia.org/wiki/SARS-CoV-2,[[fy:SARS-CoV-2
Coróinvíreas 2 de ghéarshiondróm trom riospráide,ga.wikipedia,https://ga.wikipedia.org/wiki/Cor%C3%B3inv%C3%ADreas_2_de_gh%C3%A9arshiondr%C3%B3m_trom_riospr%C3%A1ide,[[ga:Coróinvíreas 2 de ghéarshiondróm trom riospráide
SARS-CoV-2,gl.wikipedia,https://gl.wikipedia.org/wiki/SARS-CoV-2,[[gl:SARS-CoV-2
SARS-CoV-2,hak.wikipedia,https://hak.wikipedia.org/wiki/SARS-CoV-2,[[hak:SARS-CoV-2
SARS-CoV-2,he.wikipedia,https://he.wikipedia.org/wiki/SARS-CoV-2,[[he:SARS-CoV-2
2019 नोवेल कोरोनावायरस,hi.wikipedia,https://hi.wikipedia.org/wiki/2019_%E0%A4%A8%E0%A5%8B%E0%A4%B5%E0%A5%87%E0%A4%B2_%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE%E0%A4%B5%E0%A4%BE%E0%A4%AF%E0%A4%B0%E0%A4%B8,[[hi:2019 नोवेल कोरोनावायरस
SARS-CoV-2,hr.wikipedia,https://hr.wikipedia.org/wiki/SARS-CoV-2,[[hr:SARS-CoV-2
SARS-CoV-2,hu.wikipedia,https://hu.wikipedia.org/wiki/SARS-CoV-2,[[hu:SARS-CoV-2
SARS-CoV-2 (կորոնավիրուս),hy.wikipedia,https://hy.wikipedia.org/wiki/SARS-CoV-2_(%D5%AF%D5%B8%D6%80%D5%B8%D5%B6%D5%A1%D5%BE%D5%AB%D6%80%D5%B8%D6%82%D5%BD),[[hy:SARS-CoV-2 (կորոնավիրուս)
Պսակաձեւ Ժահր,hyw.wikipedia,https://hyw.wikipedia.org/wiki/%D5%8A%D5%BD%D5%A1%D5%AF%D5%A1%D5%B1%D5%A5%D6%82_%D4%BA%D5%A1%D5%B0%D6%80,[[hyw:Պսակաձեւ Ժահր
SARS-CoV-2,ia.wikipedia,https://ia.wikipedia.org/wiki/SARS-CoV-2,[[ia:SARS-CoV-2
Koronavirus sindrom pernapasan akut berat 2,id.wikipedia,https://id.wikipedia.org/wiki/Koronavirus_sindrom_pernapasan_akut_berat_2,[[id:Koronavirus sindrom pernapasan akut berat 2
SARS-CoV-2,is.wikipedia,https://is.wikipedia.org/wiki/SARS-CoV-2,[[is:SARS-CoV-2
SARS-CoV-2,it.wikipedia,https://it.wikipedia.org/wiki/SARS-CoV-2,[[it:SARS-CoV-2
2019新型コロナウイルス,ja.wikipedia,https://ja.wikipedia.org/wiki/2019%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9,[[ja:2019新型コロナウイルス
SARS-CoV-2,jv.wikipedia,https://jv.wikipedia.org/wiki/SARS-CoV-2,[[jv:SARS-CoV-2
SARS-CoV-2,ka.wikipedia,https://ka.wikipedia.org/wiki/SARS-CoV-2,[[ka:SARS-CoV-2
SARS-CoV-2,kab.wikipedia,https://kab.wikipedia.org/wiki/SARS-CoV-2,[[kab:SARS-CoV-2
SARS-CoV-2,kk.wikipedia,https://kk.wikipedia.org/wiki/SARS-CoV-2,[[kk:SARS-CoV-2
កូរ៉ូណាវីរុសសមាការផ្លូវដង្ហើមស្រួចស្រាវធ្ងន់ធ្ងរ២,km.wikipedia,https://km.wikipedia.org/wiki/%E1%9E%80%E1%9E%BC%E1%9E%9A%E1%9F%89%E1%9E%BC%E1%9E%8E%E1%9E%B6%E1%9E%9C%E1%9E%B8%E1%9E%9A%E1%9E%BB%E1%9E%9F%E1%9E%9F%E1%9E%98%E1%9E%B6%E1%9E%80%E1%9E%B6%E1%9E%9A%E1%9E%95%E1%9F%92%E1%9E%9B%E1%9E%BC%E1%9E%9C%E1%9E%8A%E1%9E%84%E1%9F%92%E1%9E%A0%E1%9E%BE%E1%9E%98%E1%9E%9F%E1%9F%92%E1%9E%9A%E1%9E%BD%E1%9E%85%E1%9E%9F%E1%9F%92%E1%9E%9A%E1%9E%B6%E1%9E%9C%E1%9E%92%E1%9F%92%E1%9E%84%E1%9E%93%E1%9F%8B%E1%9E%92%E1%9F%92%E1%9E%84%E1%9E%9A%E1%9F%A2,[[km:កូរ៉ូណាវីរុសសមាការផ្លូវដង្ហើមស្រួចស្រាវធ្ងន់ធ្ងរ២
ತೀವ್ರ ಉಸಿರಾಟದ ತೊಂದರೆಯ ಕೊರೊನಾವೈರಸ್-೨,kn.wikipedia,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B3%80%E0%B2%B5%E0%B3%8D%E0%B2%B0_%E0%B2%89%E0%B2%B8%E0%B2%BF%E0%B2%B0%E0%B2%BE%E0%B2%9F%E0%B2%A6_%E0%B2%A4%E0%B3%8A%E0%B2%82%E0%B2%A6%E0%B2%B0%E0%B3%86%E0%B2%AF_%E0%B2%95%E0%B3%8A%E0%B2%B0%E0%B3%8A%E0%B2%A8%E0%B2%BE%E0%B2%B5%E0%B3%88%E0%B2%B0%E0%B2%B8%E0%B3%8D-%E0%B3%A8,[[kn:ತೀವ್ರ ಉಸಿರಾಟದ ತೊಂದರೆಯ ಕೊರೊನಾವೈರಸ್-೨
SARS-CoV-2,ko.wikipedia,https://ko.wikipedia.org/wiki/SARS-CoV-2,[[ko:SARS-CoV-2
SARS-CoV-2,la.wikipedia,https://la.wikipedia.org/wiki/SARS-CoV-2,[[la:SARS-CoV-2
SARS-CoV-2,lb.wikipedia,https://lb.wikipedia.org/wiki/SARS-CoV-2,[[lb:SARS-CoV-2
SARS-CoV-2,lmo.wikipedia,https://lmo.wikipedia.org/wiki/SARS-CoV-2,[[lmo:SARS-CoV-2
SARS-CoV-2 vīruss,lv.wikipedia,https://lv.wikipedia.org/wiki/SARS-CoV-2_v%C4%ABruss,[[lv:SARS-CoV-2 vīruss
SARS-CoV-2,min.wikipedia,https://min.wikipedia.org/wiki/SARS-CoV-2,[[min:SARS-CoV-2
SARS-CoV-2,mk.wikipedia,https://mk.wikipedia.org/wiki/SARS-CoV-2,[[mk:SARS-CoV-2
സിവിയർ അക്യൂട്ട് റെസ്പിറേറ്ററി സിൻഡ്രോം കൊറോണ വൈറസ് 2,ml.wikipedia,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%BF%E0%B4%B5%E0%B4%BF%E0%B4%AF%E0%B5%BC_%E0%B4%85%E0%B4%95%E0%B5%8D%E0%B4%AF%E0%B5%82%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%8D_%E0%B4%B1%E0%B5%86%E0%B4%B8%E0%B5%8D%E0%B4%AA%E0%B4%BF%E0%B4%B1%E0%B5%87%E0%B4%B1%E0%B5%8D%E0%B4%B1%E0%B4%B1%E0%B4%BF_%E0%B4%B8%E0%B4%BF%E0%B5%BB%E0%B4%A1%E0%B5%8D%E0%B4%B0%E0%B5%8B%E0%B4%82_%E0%B4%95%E0%B5%8A%E0%B4%B1%E0%B5%8B%E0%B4%A3_%E0%B4%B5%E0%B5%88%E0%B4%B1%E0%B4%B8%E0%B5%8D_2,[[ml:സിവിയർ അക്യൂട്ട് റെസ്പിറേറ്ററി സിൻഡ്രോം കൊറോണ വൈറസ് 2
SARS-CoV-2,mn.wikipedia,https://mn.wikipedia.org/wiki/SARS-CoV-2,[[mn:SARS-CoV-2
နဝ်ဝေလ် ကဝ်ရဝ်နာဝဳရုသ် (2019-nCoV),mnw.wikipedia,https://mnw.wikipedia.org/wiki/%E1%80%94%E1%80%9D%E1%80%BA%E1%80%9D%E1%80%B1%E1%80%9C%E1%80%BA_%E1%80%80%E1%80%9D%E1%80%BA%E1%80%9B%E1%80%9D%E1%80%BA%E1%80%94%E1%80%AC%E1%80%9D%E1%80%B3%E1%80%9B%E1%80%AF%E1%80%9E%E1%80%BA_(2019-nCoV),[[mnw:နဝ်ဝေလ် ကဝ်ရဝ်နာဝဳရုသ် (2019-nCoV)
Koronavirus sindrom pernafasan akut teruk 2,ms.wikipedia,https://ms.wikipedia.org/wiki/Koronavirus_sindrom_pernafasan_akut_teruk_2,[[ms:Koronavirus sindrom pernafasan akut teruk 2
ပြင်းထန်အသက်ရှုလမ်းကြောင်းရောဂါ ကိုရိုနာဗိုင်းရပ်စ် ၂,my.wikipedia,https://my.wikipedia.org/wiki/%E1%80%95%E1%80%BC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%91%E1%80%94%E1%80%BA%E1%80%A1%E1%80%9E%E1%80%80%E1%80%BA%E1%80%9B%E1%80%BE%E1%80%AF%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%80%E1%80%BC%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%B1%E1%80%AC%E1%80%82%E1%80%AB_%E1%80%80%E1%80%AD%E1%80%AF%E1%80%9B%E1%80%AD%E1%80%AF%E1%80%94%E1%80%AC%E1%80%97%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%9B%E1%80%95%E1%80%BA%E1%80%85%E1%80%BA_%E1%81%82,[[my:ပြင်းထန်အသက်ရှုလမ်းကြောင်းရောဂါ ကိုရိုနာဗိုင်းရပ်စ် ၂
SARS-CoV-2,nds.wikipedia,https://nds.wikipedia.org/wiki/SARS-CoV-2,[[nds:SARS-CoV-2
SARS-CoV-2,nl.wikipedia,https://nl.wikipedia.org/wiki/SARS-CoV-2,[[nl:SARS-CoV-2
SARS-CoV-2,no.wikipedia,https://no.wikipedia.org/wiki/SARS-CoV-2,[[no:SARS-CoV-2
SARS-CoV-2,oc.wikipedia,https://oc.wikipedia.org/wiki/SARS-CoV-2,[[oc:SARS-CoV-2
୨୦୧୯ ନୂତନ କରୋନା ଭୂତାଣୁ,or.wikipedia,https://or.wikipedia.org/wiki/%E0%AD%A8%E0%AD%A6%E0%AD%A7%E0%AD%AF_%E0%AC%A8%E0%AD%82%E0%AC%A4%E0%AC%A8_%E0%AC%95%E0%AC%B0%E0%AD%8B%E0%AC%A8%E0%AC%BE_%E0%AC%AD%E0%AD%82%E0%AC%A4%E0%AC%BE%E0%AC%A3%E0%AD%81,[[or:୨୦୧୯ ନୂତନ କରୋନା ଭୂତାଣୁ
SARS-CoV-2,pl.wikipedia,https://pl.wikipedia.org/wiki/SARS-CoV-2,[[pl:SARS-CoV-2
Coronavírus da síndrome respiratória aguda grave 2,pt.wikipedia,https://pt.wikipedia.org/wiki/Coronav%C3%ADrus_da_s%C3%ADndrome_respirat%C3%B3ria_aguda_grave_2,[[pt:Coronavírus da síndrome respiratória aguda grave 2
SARS Kurunawirus 2,qu.wikipedia,https://qu.wikipedia.org/wiki/SARS_Kurunawirus_2,[[qu:SARS Kurunawirus 2
Coronavirusul sindromului respirator acut sever 2,ro.wikipedia,https://ro.wikipedia.org/wiki/Coronavirusul_sindromului_respirator_acut_sever_2,[[ro:Coronavirusul sindromului respirator acut sever 2
SARS-CoV-2,ru.wikipedia,https://ru.wikipedia.org/wiki/SARS-CoV-2,[[ru:SARS-CoV-2
SARS-CoV-2,sah.wikipedia,https://sah.wikipedia.org/wiki/SARS-CoV-2,[[sah:SARS-CoV-2
SARS-CoV-2,sco.wikipedia,https://sco.wikipedia.org/wiki/SARS-CoV-2,[[sco:SARS-CoV-2
سارس ڪووي 2,sd.wikipedia,https://sd.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%D8%B3_%DA%AA%D9%88%D9%88%D9%8A_2,[[sd:سارس ڪووي 2
SARS-CoV-2,se.wikipedia,https://se.wikipedia.org/wiki/SARS-CoV-2,[[se:SARS-CoV-2
SARS-CoV-2,sh.wikipedia,https://sh.wikipedia.org/wiki/SARS-CoV-2,[[sh:SARS-CoV-2
දුස්සාධ්‍ය තීව්‍ර ශ්වසන සහලක්ෂණය කොරෝනාවෛරස 2,si.wikipedia,https://si.wikipedia.org/wiki/%E0%B6%AF%E0%B7%94%E0%B7%83%E0%B7%8A%E0%B7%83%E0%B7%8F%E0%B6%B0%E0%B7%8A%E2%80%8D%E0%B6%BA_%E0%B6%AD%E0%B7%93%E0%B7%80%E0%B7%8A%E2%80%8D%E0%B6%BB_%E0%B7%81%E0%B7%8A%E0%B7%80%E0%B7%83%E0%B6%B1_%E0%B7%83%E0%B7%84%E0%B6%BD%E0%B6%9A%E0%B7%8A%E0%B7%82%E0%B6%AB%E0%B6%BA_%E0%B6%9A%E0%B7%9C%E0%B6%BB%E0%B7%9D%E0%B6%B1%E0%B7%8F%E0%B7%80%E0%B7%9B%E0%B6%BB%E0%B7%83_2,[[si:දුස්සාධ්‍ය තීව්‍ර ශ්වසන සහලක්ෂණය කොරෝනාවෛරස 2
Severe acute respiratory syndrome coronavirus 2,simple.wikipedia,https://simple.wikipedia.org/wiki/Severe_acute_respiratory_syndrome_coronavirus_2,[[simple:Severe acute respiratory syndrome coronavirus 2
SARS-CoV-2,sk.wikipedia,https://sk.wikipedia.org/wiki/SARS-CoV-2,[[sk:SARS-CoV-2
SARS-CoV-2,sl.wikipedia,https://sl.wikipedia.org/wiki/SARS-CoV-2,[[sl:SARS-CoV-2
SARS-CoV-2,sq.wikipedia,https://sq.wikipedia.org/wiki/SARS-CoV-2,[[sq:SARS-CoV-2
SARS-CoV-2,sr.wikipedia,https://sr.wikipedia.org/wiki/SARS-CoV-2,[[sr:SARS-CoV-2
SARS-CoV-2,sv.wikipedia,https://sv.wikipedia.org/wiki/SARS-CoV-2,[[sv:SARS-CoV-2
కరోనా వైరస్ 2019,te.wikipedia,https://te.wikipedia.org/wiki/%E0%B0%95%E0%B0%B0%E0%B1%8B%E0%B0%A8%E0%B0%BE_%E0%B0%B5%E0%B1%88%E0%B0%B0%E0%B0%B8%E0%B1%8D_2019,[[te:కరోనా వైరస్ 2019
ไวรัสโคโรนาสายพันธุ์ใหม่ (SARS-CoV-2),th.wikipedia,https://th.wikipedia.org/wiki/%E0%B9%84%E0%B8%A7%E0%B8%A3%E0%B8%B1%E0%B8%AA%E0%B9%82%E0%B8%84%E0%B9%82%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%A2%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88_(SARS-CoV-2),[[th:ไวรัสโคโรนาสายพันธุ์ใหม่ (SARS-CoV-2)
SARS-CoV-2,tl.wikipedia,https://tl.wikipedia.org/wiki/SARS-CoV-2,[[tl:SARS-CoV-2
SARS-CoV-2,tr.wikipedia,https://tr.wikipedia.org/wiki/SARS-CoV-2,[[tr:SARS-CoV-2
SARS-CoV-2,uk.wikipedia,https://uk.wikipedia.org/wiki/SARS-CoV-2,[[uk:SARS-CoV-2
سارس کووی 2,ur.wikipedia,https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%D8%B3_%DA%A9%D9%88%D9%88%DB%8C_2,[[ur:سارس کووی 2
Ogʻir oʻtkir nafas olish sindromi koronavirusi 2,uz.wikipedia,https://uz.wikipedia.org/wiki/Og%CA%BBir_o%CA%BBtkir_nafas_olish_sindromi_koronavirusi_2,[[uz:Ogʻir oʻtkir nafas olish sindromi koronavirusi 2
SARS-CoV-2,vi.wikipedia,https://vi.wikipedia.org/wiki/SARS-CoV-2,[[vi:SARS-CoV-2
SARS-CoV-2,wuu.wikipedia,https://wuu.wikipedia.org/wiki/SARS-CoV-2,[[wuu:SARS-CoV-2
SARS-CoV-2,xmf.wikipedia,https://xmf.wikipedia.org/wiki/SARS-CoV-2,[[xmf:SARS-CoV-2
沙士乙病毒,zh-classical.wikipedia,https://zh-classical.wikipedia.org/wiki/%E6%B2%99%E5%A3%AB%E4%B9%99%E7%97%85%E6%AF%92,[[zh-classical:沙士乙病毒
SARS-CoV-2,zh-min-nan.wikipedia,https://zh-min-nan.wikipedia.org/wiki/SARS-CoV-2,[[zh-min-nan:SARS-CoV-2
沙士病毒2型,zh-yue.wikipedia,https://zh-yue.wikipedia.org/wiki/%E6%B2%99%E5%A3%AB%E7%97%85%E6%AF%922%E5%9E%8B,[[zh-yue:沙士病毒2型
严重急性呼吸系统综合征冠状病毒2,zh.wikipedia,https://zh.wikipedia.org/wiki/%E4%B8%A5%E9%87%8D%E6%80%A5%E6%80%A7%E5%91%BC%E5%90%B8%E7%B3%BB%E7%BB%9F%E7%BB%BC%E5%90%88%E5%BE%81%E5%86%A0%E7%8A%B6%E7%97%85%E6%AF%922,[[zh:严重急性呼吸系统综合征冠状病毒2
جائحة فيروس كورونا في ألمانيا 2020,ar.wikipedia,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7_2020,[[ar:جائحة فيروس كورونا في ألمانيا 2020
Almaniyada koronavirus pandemiyası 2020,az.wikipedia,https://az.wikipedia.org/wiki/Almaniyada_koronavirus_pandemiyas%C4%B1_2020,[[az:Almaniyada koronavirus pandemiyası 2020
Распаўсюджванне COVID-19 у Германіі,be.wikipedia,https://be.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B0%D1%9E%D1%81%D1%8E%D0%B4%D0%B6%D0%B2%D0%B0%D0%BD%D0%BD%D0%B5_COVID-19_%D1%83_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D1%96%D1%96,[[be:Распаўсюджванне COVID-19 у Германіі
Пандемия от коронавирус в Германия (2020),bg.wikipedia,https://bg.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_%D0%BE%D1%82_%D0%BA%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81_%D0%B2_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F_(2020),[[bg:Пандемия от коронавирус в Германия (2020)
Pandemija koronavirusa u Njemačkoj 2020.,bs.wikipedia,https://bs.wikipedia.org/wiki/Pandemija_koronavirusa_u_Njema%C4%8Dkoj_2020.,[[bs:Pandemija koronavirusa u Njemačkoj 2020.
Pandemie covidu-19 v Německu,cs.wikipedia,https://cs.wikipedia.org/wiki/Pandemie_covidu-19_v_N%C4%9Bmecku,[[cs:Pandemie covidu-19 v Německu
COVID-19-Pandemie in Deutschland,de.wikipedia,https://de.wikipedia.org/wiki/COVID-19-Pandemie_in_Deutschland,[[de:COVID-19-Pandemie in Deutschland
Πανδημία του κορονοϊού στη Γερμανία το 2020,el.wikipedia,https://el.wikipedia.org/wiki/%CE%A0%CE%B1%CE%BD%CE%B4%CE%B7%CE%BC%CE%AF%CE%B1_%CF%84%CE%BF%CF%85_%CE%BA%CE%BF%CF%81%CE%BF%CE%BD%CE%BF%CF%8A%CE%BF%CF%8D_%CF%83%CF%84%CE%B7_%CE%93%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CE%AF%CE%B1_%CF%84%CE%BF_2020,[[el:Πανδημία του κορονοϊού στη Γερμανία το 2020
COVID-19 pandemic in Germany,en.wikipedia,https://en.wikipedia.org/wiki/COVID-19_pandemic_in_Germany,[[en:COVID-19 pandemic in Germany
Pandemia de enfermedad por coronavirus de 2020 en Alemania,es.wikipedia,https://es.wikipedia.org/wiki/Pandemia_de_enfermedad_por_coronavirus_de_2020_en_Alemania,[[es:Pandemia de enfermedad por coronavirus de 2020 en Alemania
دنیاگیری کروناویروس در آلمان,fa.wikipedia,https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D8%A7%DA%AF%DB%8C%D8%B1%DB%8C_%DA%A9%D8%B1%D9%88%D9%86%D8%A7%D9%88%DB%8C%D8%B1%D9%88%D8%B3_%D8%AF%D8%B1_%D8%A2%D9%84%D9%85%D8%A7%D9%86,[[fa:دنیاگیری کروناویروس در آلمان
Koronaviruspandemia Saksassa,fi.wikipedia,https://fi.wikipedia.org/wiki/Koronaviruspandemia_Saksassa,[[fi:Koronaviruspandemia Saksassa
Pandémie de Covid-19 en Allemagne,fr.wikipedia,https://fr.wikipedia.org/wiki/Pand%C3%A9mie_de_Covid-19_en_Allemagne,[[fr:Pandémie de Covid-19 en Allemagne
התפרצות נגיף הקורונה בגרמניה,he.wikipedia,https://he.wikipedia.org/wiki/%D7%94%D7%AA%D7%A4%D7%A8%D7%A6%D7%95%D7%AA_%D7%A0%D7%92%D7%99%D7%A3_%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94_%D7%91%D7%92%D7%A8%D7%9E%D7%A0%D7%99%D7%94,[[he:התפרצות נגיף הקורונה בגרמניה
Pandemi maladi kowonaviris an 2020 nan Almay,ht.wikipedia,https://ht.wikipedia.org/wiki/Pandemi_maladi_kowonaviris_an_2020_nan_Almay,[[ht:Pandemi maladi kowonaviris an 2020 nan Almay
Pandemi koronavirus di Jerman,id.wikipedia,https://id.wikipedia.org/wiki/Pandemi_koronavirus_di_Jerman,[[id:Pandemi koronavirus di Jerman
Pandemia di COVID-19 del 2020 in Germania,it.wikipedia,https://it.wikipedia.org/wiki/Pandemia_di_COVID-19_del_2020_in_Germania,[[it:Pandemia di COVID-19 del 2020 in Germania
ドイツにおける2019年コロナウイルス感染症の流行状況,ja.wikipedia,https://ja.wikipedia.org/wiki/%E3%83%89%E3%82%A4%E3%83%84%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B2019%E5%B9%B4%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9%E6%84%9F%E6%9F%93%E7%97%87%E3%81%AE%E6%B5%81%E8%A1%8C%E7%8A%B6%E6%B3%81,[[ja:ドイツにおける2019年コロナウイルス感染症の流行状況
Pandhémi koronavirus 2019 ing Jerman,jv.wikipedia,https://jv.wikipedia.org/wiki/Pandh%C3%A9mi_koronavirus_2019_ing_Jerman,[[jv:Pandhémi koronavirus 2019 ing Jerman
독일의 코로나바이러스감염증-19 범유행,ko.wikipedia,https://ko.wikipedia.org/wiki/%EB%8F%85%EC%9D%BC%EC%9D%98_%EC%BD%94%EB%A1%9C%EB%82%98%EB%B0%94%EC%9D%B4%EB%9F%AC%EC%8A%A4%EA%B0%90%EC%97%BC%EC%A6%9D-19_%EB%B2%94%EC%9C%A0%ED%96%89,[[ko:독일의 코로나바이러스감염증-19 범유행
Pandemik COVID-19 di Jerman,ms.wikipedia,https://ms.wikipedia.org/wiki/Pandemik_COVID-19_di_Jerman,[[ms:Pandemik COVID-19 di Jerman
